Row ID;Order ID;Order Date;Order Priority;Order Quantity;Sales;Discount;Ship Mode;Profit;Unit Price;Shipping Cost;Customer Name;Province;Region;Customer Segment;Product Category;Product Sub-Category;Product Name;Product Container;Product Base Margin;Ship Date
5615;39783;20/09/2012;Not Specified;19;82,43;0,04;Regular Air;-94,76;4,06;6,89;Sally Knutson;British Columbia;West;Corporate;Office Supplies;Appliances;Eureka Disposable Bags for Sanitaire© Vibra Groomer I© Upright Vac;Small Box;0,6;22/09/2012
5997;42500;05/02/2010;Not Specified;39;1836,06;0,04;Regular Air;437,07;48,92;4,5;Michelle Arnett;British Columbia;West;Home Office;Office Supplies;Appliances;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;Small Box;0,59;07/02/2010
6233;44162;19/03/2010;High;46;507,64;0,04;Regular Air;42,76;10,98;3,37;Julie Creighton;British Columbia;West;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Fiskars© Softgrip Scissors;Small Pack;0,57;20/03/2010
6246;44256;19/11/2011;Low;39;301,36;0,09;Regular Air;48,45;8,01;2,87;Sally Knutson;British Columbia;West;Corporate;Office Supplies;Paper;TOPS Money Receipt Book, Consecutively Numbered in Red,;Wrap Bag;0,4;28/11/2011
6261;44320;29/04/2009;Medium;49;7002,08;0,1;Regular Air;-1640,51;154,13;69;Sally Knutson;British Columbia;West;Corporate;Furniture;Tables;Laminate Occasional Tables;Large Box;0,68;30/04/2009
6386;45377;03/04/2011;Low;47;91,43;0,08;Regular Air;-22,90;2,08;1,49;Kimberly Carter;British Columbia;West;Home Office;Office Supplies;Binders and Binder Accessories;Round Ring Binders;Small Box;0,38;05/04/2011
6658;47367;16/04/2011;Medium;7;27,99;0,06;Regular Air;-0,17;3,8;1,49;Rob Haberlin;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;Durable Pressboard Binders;Small Box;0,38;16/04/2011
6705;47750;15/06/2010;Low;37;102,46;0,08;Regular Air;36,64;2,88;0,5;Sally Knutson;British Columbia;West;Corporate;Office Supplies;Labels;Avery 492;Small Box;0,39;20/06/2010
6791;48388;09/08/2009;High;3;21,64;0,08;Regular Air;-13,33;5,74;5,01;Marina Lichtenstein;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;Binder Posts;Small Box;0,39;11/08/2009
6882;49059;20/09/2009;Medium;48;128;0,09;Regular Air;45,51;2,89;0,5;Christina DeMoss;British Columbia;West;Home Office;Office Supplies;Labels;Avery 498;Small Box;0,38;22/09/2009
6938;49510;20/03/2012;Critical;16;44,1;0,04;Regular Air;-6,22;2,58;1,3;Luke Weiss;British Columbia;West;Corporate;Office Supplies;Pens & Art Supplies;DIXON Oriole© Pencils;Wrap Bag;0,59;21/03/2012
6949;49634;23/03/2012;Not Specified;45;132,31;0,02;Regular Air;10,91;2,88;1,49;Sally Knutson;British Columbia;West;Consumer;Office Supplies;Binders and Binder Accessories;Avery Durable Binders;Small Box;0,36;25/03/2012
7035;50210;19/07/2010;Low;47;178,51;0;Regular Air;82,30;3,75;0,5;Michelle Arnett;British Columbia;West;Home Office;Office Supplies;Labels;Avery 510;Small Box;0,37;24/07/2010
7079;50503;21/11/2012;Medium;28;1538,8655;0,05;Regular Air;-186,33;65,99;19,99;Sanjit Chand;British Columbia;West;Home Office;Technology;Telephones and Communication;iDEN i95;Small Box;0,59;23/11/2012
7120;50816;27/03/2009;High;25;286,07;0,07;Regular Air;-35,94;11,97;4,98;Anthony Johnson;British Columbia;West;Small Business;Office Supplies;Appliances;Staples 6 Outlet Surge;Small Box;0,58;29/03/2009
7159;51073;14/05/2010;Not Specified;17;2475,08;0;Express Air;958,80;136,98;24,49;Luke Weiss;British Columbia;West;Corporate;Furniture;Office Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;Large Box;0,59;16/05/2010
7235;51584;17/10/2010;Critical;48;5620,2;0,01;Delivery Truck;176,04;110,98;30;Rob Haberlin;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;Office Star Flex Back Scooter Chair with White Frame;Jumbo Drum;0,71;18/10/2010
7273;51879;24/08/2010;Not Specified;26;1382,31;0,03;Regular Air;372,26;51,94;19,99;Monica Federle;British Columbia;West;Corporate;Furniture;Office Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";Small Box;0,44;26/08/2010
7335;52288;10/08/2011;High;19;1410,44;0,07;Regular Air;545,11;78,69;19,99;Kimberly Carter;British Columbia;West;Home Office;Furniture;Office Furnishings;Howard Miller 12-3/4 Diameter Accuwave DS ? Wall Clock;Small Box;0,43;11/08/2011
7456;53190;24/09/2009;Medium;10;268,18;0,06;Regular Air;74,64;28,53;1,49;Michelle Arnett;British Columbia;West;Home Office;Office Supplies;Binders and Binder Accessories;Lock-Up Easel 'Spel-Binder';Small Box;0,38;27/09/2009
7502;53536;30/10/2012;High;35;738,69;0,1;Regular Air;109,16;22,98;7,58;Sanjit Chand;British Columbia;West;Home Office;Furniture;Office Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case";Small Box;0,51;01/11/2012
7506;53572;07/05/2010;Medium;17;184,09;0,07;Regular Air;4,79;11,09;5,25;Marina Lichtenstein;British Columbia;West;Corporate;Office Supplies;Envelopes;#10 Self-Seal White Envelopes;Small Box;0,36;08/05/2010
7533;53825;09/04/2011;Low;36;1646,05;0,08;Regular Air;649,80;48,04;7,23;Joy Smith;British Columbia;West;Consumer;Office Supplies;Paper;Xerox 1885;Small Box;0,37;11/04/2011
7534;53863;03/06/2010;High;46;7807,45;0,02;Express Air;1660,15;161,55;19,99;Christina DeMoss;British Columbia;West;Home Office;Office Supplies;Storage & Organization;Fellowes Super Stor/Drawer© Files;Small Box;0,66;06/06/2010
7565;54119;22/05/2010;Medium;45;261;0,04;Express Air;-43,45;5,81;3,37;Monica Federle;British Columbia;West;Corporate;Office Supplies;Rubber Bands;Advantus Push Pins, Aluminum Head;Wrap Bag;0,54;23/05/2010
7861;56224;25/10/2012;Medium;35;144,06;0,01;Regular Air;-117,27;3,81;5,44;Michelle Arnett;British Columbia;West;Home Office;Office Supplies;Binders and Binder Accessories;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";Small Box;0,36;27/10/2012
7873;56293;05/01/2010;Not Specified;34;702,79;0,04;Regular Air;-44,81;19,99;11,17;Michelle Arnett;British Columbia;West;Home Office;Furniture;Office Furnishings;Telescoping Adjustable Floor Lamp;Large Box;0,6;05/01/2010
8116;57959;30/12/2011;Medium;40;239,86;0,04;Regular Air;-32,06;5,81;3,37;Sally Knutson;British Columbia;West;Consumer;Office Supplies;Rubber Bands;Advantus Push Pins, Aluminum Head;Wrap Bag;0,54;31/12/2011
8184;58500;14/02/2011;Low;17;1529,014;0,07;Regular Air;14,01;110,99;8,99;Christina DeMoss;British Columbia;West;Home Office;Technology;Telephones and Communication;LX 677;Small Box;0,57;14/02/2011
8335;59584;28/05/2010;Medium;3;336,84;0,08;Delivery Truck;-160,46;100,98;35,84;Joy Smith;British Columbia;West;Consumer;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;Jumbo Box;0,62;29/05/2010
45;261;28/06/2010;Medium;47;5677,609;0,04;Regular Air;1680,79;140,99;4,2;Sonia Sunley;British Columbia;West;Small Business;Technology;Telephones and Communication;7160;Small Box;0,59;29/06/2010
143;928;01/03/2011;Low;21;1222,68;0,06;Express Air;300,97;59,98;3,99;Anthony O'Donnell;British Columbia;West;Consumer;Office Supplies;Appliances;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;Small Box;0,57;06/03/2011
191;1282;27/02/2012;Not Specified;26;892,38;0;Regular Air;366,48;31,78;1,99;Emily Grady;British Columbia;West;Home Office;Technology;Computer Peripherals;Memorex 4.7GB DVD-RAM, 3/Pack;Small Pack;0,42;29/02/2012
267;1856;19/03/2012;Not Specified;24;1449,3;0,08;Regular Air;-712,14;60,98;49;Alex Avila;British Columbia;West;Home Office;Office Supplies;Appliances;Euro Pro Shark Stick Mini Vacuum;Large Box;0,59;21/03/2012
280;1925;04/03/2012;Critical;7;1874,37;0,08;Regular Air;67,84;276,2;24,49;Brian Moss;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;SAFCO Arco Folding Chair;Large Box;;05/03/2012
424;2848;09/03/2012;Critical;35;1476,39;0,06;Express Air;-303,62;43,31;15,9;Emily Grady;British Columbia;West;Home Office;Furniture;Office Furnishings;Eldon Advantage© Chair Mats for Low to Medium Pile Carpets;Medium Box;0,75;11/03/2012
767;5504;05/01/2010;High;6;49,55;0,06;Express Air;-20,33;5,78;7,64;Anna Andreadi;British Columbia;West;Small Business;Office Supplies;Paper;HP Office Recycled Paper (20Lb. and 87 Bright);Small Box;0,36;07/01/2010
1153;8390;21/04/2012;Medium;24;715,4;0,08;Regular Air;-99,34;30,98;4;Emily Grady;British Columbia;West;Home Office;Technology;Computer Peripherals;Logitech Internet Navigator Keyboard;Small Box;0,8;21/04/2012
1168;8545;17/06/2009;Low;25;113,75;0;Regular Air;-77,34;4,13;5,34;Barbara Fisher;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;ACCOHIDE© Binder by Acco;Small Box;0,38;21/06/2009
1305;9573;13/06/2012;Medium;41;133,23;0;Regular Air;-59,91;3,14;1,92;Emily Grady;British Columbia;West;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Serrated Blade or Curved Handle Hand Letter Openers;Wrap Bag;0,84;14/06/2012
1356;9892;16/07/2012;Medium;50;1406,64;0,02;Regular Air;424,36;27,18;8,23;Kelly Williams;British Columbia;West;Corporate;Office Supplies;Envelopes;Tyvek © Top-Opening Peel & Seel Envelopes, Plain White;Small Box;0,38;17/07/2012
1381;10048;15/05/2009;Not Specified;46;3197,45;0,08;Regular Air;97,16;73,98;4;Sonia Sunley;British Columbia;West;Corporate;Technology;Computer Peripherals;Keytronic 105-Key Spanish Keyboard;Small Box;0,77;18/05/2009
1395;10144;02/01/2011;Critical;16;5403,75;0,08;Delivery Truck;103,83;355,98;58,92;Sonia Sunley;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;Hon 4700 Series Mobuis? Mid-Back Task Chairs with Adjustable Arms;Jumbo Drum;0,64;04/01/2011
1440;10432;05/01/2012;Low;13;2323,36;0,08;Regular Air;220,39;179,99;19,99;Sonia Sunley;British Columbia;West;Corporate;Technology;Computer Peripherals;Motorola SB4200 Cable Modem;Small Box;0,48;12/01/2012
1481;10661;23/01/2009;Not Specified;18;136,41;0;Regular Air;-99,34;6,84;8,37;Jocasta Rupert;British Columbia;West;Consumer;Office Supplies;Scissors, Rulers and Trimmers;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Small Pack;0,58;24/01/2009
1791;12806;24/12/2011;Not Specified;20;761,23;0;Regular Air;107,93;35,89;14,72;Sonia Sunley;British Columbia;West;Small Business;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;Small Box;0,4;25/12/2011
1837;13158;20/11/2012;Critical;26;187,16;0,01;Regular Air;29,33;6,75;2,99;Kelly Williams;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;Wilson Jones DublLock© D-Ring Binders;Small Box;0,35;22/11/2012
1876;13507;29/12/2012;Medium;27;176,1;0,09;Regular Air;-75,71;6,78;6,18;Anna Andreadi;British Columbia;West;Small Business;Office Supplies;Paper;Strathmore Photo Mount Cards;Small Box;0,39;30/12/2012
2014;14375;31/01/2010;Medium;7;44,05;0,07;Regular Air;-21,77;5,78;5,67;Rick Duston;British Columbia;West;Corporate;Office Supplies;Paper;Xerox 1978;Small Box;0,36;01/02/2010
2049;14627;04/02/2009;Medium;47;671,03;0,07;Regular Air;67,86;14,48;6,46;Sonia Sunley;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;GBC White Gloss Covers, Plain Front;Small Box;0,38;05/02/2009
2077;14852;24/12/2011;Medium;9;3800,4;0,03;Express Air;1234,57;420,98;19,99;Angele Hood;British Columbia;West;Consumer;Office Supplies;Binders and Binder Accessories;GBC DocuBind 200 Manual Binding Machine;Small Box;0,35;24/12/2011
2256;16230;27/02/2010;Low;2;13,3;0,09;Regular Air;-7,86;7,31;0,49;Sonia Sunley;British Columbia;West;Corporate;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;Small Box;0,38;01/03/2010
2635;19074;25/06/2012;Critical;17;3816,59;0,01;Delivery Truck;191,47;208,16;68,02;Sonia Sunley;British Columbia;West;Corporate;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";Jumbo Drum;0,58;27/06/2012
2801;20194;13/03/2012;High;10;194,29;0,1;Regular Air;68,89;20,24;6,67;Dennis Bolton;British Columbia;West;Consumer;Furniture;Office Furnishings;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Small Pack;0,49;15/03/2012
2912;21024;28/12/2010;Medium;34;195,49;0,05;Regular Air;33,80;5,84;1,2;Stewart Carmichael;British Columbia;West;Corporate;Office Supplies;Pens & Art Supplies;Newell 312;Wrap Bag;0,55;30/12/2010
2978;21509;03/07/2012;High;13;47,93;0,04;Regular Air;15,82;3,69;0,5;Dennis Bolton;British Columbia;West;Consumer;Office Supplies;Labels;Avery 487;Small Box;0,38;05/07/2012
3042;21856;05/04/2012;Not Specified;47;168,55;0,05;Regular Air;71,77;3,69;0,5;Sonia Sunley;British Columbia;West;Corporate;Office Supplies;Labels;Avery 487;Small Box;0,38;07/04/2012
3085;22119;24/07/2009;Low;20;939,39;0,07;Regular Air;-122,77;49,43;19,99;Stewart Carmichael;British Columbia;West;Corporate;Office Supplies;Appliances;Eureka Hand Vacuum, Bagless;Small Box;0,57;29/07/2009
3141;22534;18/07/2011;Medium;3;279,33;0;Regular Air;-44,18;83,93;19,99;Kelly Williams;British Columbia;West;Corporate;Office Supplies;Envelopes;Airmail Envelopes;Small Box;0,38;20/07/2011
3154;22629;15/04/2010;Low;5;365,93;0,05;Regular Air;-243,02;73,98;14,52;Sonia Sunley;British Columbia;West;Small Business;Technology;Computer Peripherals;Keytronic French Keyboard;Small Box;0,65;20/04/2010
3208;23011;15/06/2010;Low;1;12,2;0,01;Regular Air;-33,93;10,01;1,99;Kelly Williams;British Columbia;West;Corporate;Technology;Computer Peripherals;TDK 4.7GB DVD-R;Small Pack;0,41;22/06/2010
3368;24070;15/03/2011;High;36;170,42;0,1;Regular Air;-98,31;4,91;4,97;Sonia Sunley;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Small Box;0,38;16/03/2011
3474;24737;06/12/2009;High;3;549,92;0,09;Delivery Truck;-210,97;180,98;26,2;Sonia Sunley;British Columbia;West;Small Business;Furniture;Chairs & Chairmats;Global Ergonomic Managers Chair;Jumbo Drum;0,59;09/12/2009
3691;26373;22/07/2010;Medium;7;285,08;0,08;Regular Air;2,30;40,98;5,33;Anna Andreadi;British Columbia;West;Small Business;Office Supplies;Appliances;Belkin 8 Outlet Surge Protector;Small Box;0,57;25/07/2010
3815;27174;08/10/2011;Critical;17;477,5045;0,09;Regular Air;-245,56;35,99;5;Alex Avila;British Columbia;West;Corporate;Technology;Telephones and Communication;Accessory27;Small Box;0,85;10/10/2011
3910;27876;07/09/2010;Low;44;777,63;0,03;Regular Air;-70,54;16,99;8,99;Sarah Foster;British Columbia;West;Corporate;Office Supplies;Pens & Art Supplies;Berol Giant Pencil Sharpener;Small Pack;0,56;14/09/2010
4005;28582;22/01/2012;Not Specified;40;1500,17;0,06;Express Air;423,87;39,24;1,99;Alex Avila;British Columbia;West;Home Office;Technology;Computer Peripherals;Verbatim DVD-R 4.7GB authoring disc;Small Pack;0,51;23/01/2012
4048;28868;05/04/2012;High;30;204,49;0,05;Regular Air;-142,30;6,48;8,73;Anna Andreadi;British Columbia;West;Small Business;Office Supplies;Paper;Xerox 227;Small Box;0,37;06/04/2012
4200;29857;12/12/2009;Medium;41;5572,92;0,07;Delivery Truck;-639,47;140,98;36,09;Angele Hood;British Columbia;West;Consumer;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;Jumbo Box;0,77;14/12/2009
4209;29921;23/03/2012;Medium;33;3977,97;0,06;Regular Air;1733,47;120,98;9,07;Sonia Sunley;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;GBC VeloBinder Electric Binding Machine;Small Box;0,35;25/03/2012
4307;30659;13/09/2011;Critical;45;3116,7715;0,08;Regular Air;-106,51;85,99;0,99;Kelly Williams;British Columbia;West;Corporate;Technology;Telephones and Communication;Accessory4;Wrap Bag;0,85;15/09/2011
4308;30660;05/09/2012;Critical;16;986,272;0,02;Regular Air;-647,14;71,37;69;Anna Andreadi;British Columbia;West;Small Business;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;Large Box;0,68;08/09/2012
4332;30883;21/08/2010;Medium;30;201,37;0,1;Regular Air;59,84;6,98;1,6;Alex Avila;British Columbia;West;Home Office;Office Supplies;Paper;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?;Wrap Bag;0,38;22/08/2010
4619;32871;26/10/2012;High;42;939,77;0;Express Air;9,72;20,97;4;Jim Karlsson;British Columbia;West;Small Business;Technology;Computer Peripherals;Microsoft Internet Keyboard;Small Box;0,77;29/10/2012
4718;33600;06/10/2010;Low;42;187,28;0,06;Regular Air;-94,36;4,28;4,79;Sonia Sunley;British Columbia;West;Corporate;Office Supplies;Paper;Xerox 1962;Small Box;0,4;08/10/2010
4722;33632;13/03/2010;Critical;8;763,6485;0,06;Regular Air;-277,78;115,99;5,26;Alex Avila;British Columbia;West;Home Office;Technology;Telephones and Communication;636;Small Box;0,57;14/03/2010
4727;33665;25/05/2011;Low;45;12457,63;0,08;Delivery Truck;1063,46;284,98;69,55;Lisa DeCherney;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;Global Commerce? Series High-Back Swivel/Tilt Chairs;Jumbo Drum;0,6;30/05/2011
4841;34434;09/05/2011;Not Specified;16;32,35;0,08;Regular Air;-63,19;1,8;4,79;Barbara Fisher;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;Wilson Jones Easy Flow II? Sheet Lifters;Small Box;0,37;10/05/2011
4885;34753;18/01/2010;Not Specified;7;117,062;0,09;Regular Air;-63,70;20,99;0,99;Barbara Fisher;British Columbia;West;Small Business;Technology;Telephones and Communication;Accessory25;Wrap Bag;0,57;20/01/2010
4970;35364;12/12/2009;Critical;16;72,08;0,04;Regular Air;-54,75;4,28;5,68;Lisa DeCherney;British Columbia;West;Corporate;Office Supplies;Paper;Xerox 199;Small Box;0,4;14/12/2009
5019;35812;22/01/2010;Critical;24;2722,85;0,08;Delivery Truck;-112,62;113,98;30;Barbara Fisher;British Columbia;West;Small Business;Furniture;Chairs & Chairmats;Hon Comfortask© Task/Swivel Chairs;Jumbo Drum;0,69;24/01/2010
5212;37063;09/12/2012;Not Specified;50;919;0;Regular Air;89,60;17,67;8,99;Alex Avila;British Columbia;West;Home Office;Furniture;Office Furnishings;"Executive Impressions 12"" Wall Clock";Small Pack;0,47;10/12/2012
5238;37281;28/08/2009;Medium;25;453,2455;0,05;Regular Air;3,31;20,99;4,81;Roy Skaria;British Columbia;West;Corporate;Technology;Telephones and Communication;1726 Digital Answering Machine;Medium Box;0,58;29/08/2009
5315;37798;04/11/2012;High;23;6276,83;0,09;Delivery Truck;813,49;291,73;48,8;Angele Hood;British Columbia;West;Consumer;Furniture;Chairs & Chairmats;Hon 4070 Series Pagoda? Armless Upholstered Stacking Chairs;Jumbo Drum;0,56;04/11/2012
5347;38017;20/07/2010;Low;26;122,51;0,06;Regular Air;45,14;4,98;0,8;Seth Vernon;British Columbia;West;Home Office;Office Supplies;Paper;Rediform S.O.S. Phone Message Books;Wrap Bag;0,36;24/07/2010
5380;38272;15/11/2011;Critical;39;71,04;0,07;Regular Air;-20,65;1,88;1,49;Sarah Foster;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;Staples© General Use 3-Ring Binders;Small Box;0,37;17/11/2011
5551;39301;22/03/2009;Medium;16;2232,66;0,1;Express Air;-521,09;152,48;4;Kelly Williams;British Columbia;West;Corporate;Technology;Computer Peripherals;Adesso Programmable 142-Key Keyboard;Small Box;0,79;23/03/2009
5562;39367;06/08/2009;Critical;45;177,88;0,07;Regular Air;-146,97;4,13;5,04;Dennis Bolton;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;"ACCOHIDE© 3-Ring Binder, Blue, 1""";Small Box;0,38;07/08/2009
5596;39655;23/03/2012;High;35;253,15;0,03;Regular Air;-72,43;7,28;3,52;Roy Skaria;British Columbia;West;Corporate;Technology;Computer Peripherals;"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack";Small Pack;0,68;23/03/2012
5744;40803;13/04/2011;Low;22;83,02;0,08;Regular Air;9,24;3,8;1,49;Jim Karlsson;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;Durable Pressboard Binders;Small Box;0,38;18/04/2011
5747;40806;06/09/2011;Critical;8;53,14;0;Regular Air;-41,26;5,4;7,78;Barbara Fisher;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;3M Organizer Strips;Small Box;0,37;07/09/2011
6147;43523;23/05/2012;Medium;50;295,37;0,04;Regular Air;-97,23;5,98;5,46;Anna Andreadi;British Columbia;West;Small Business;Office Supplies;Paper;Xerox 1983;Small Box;0,36;25/05/2012
6239;44199;04/03/2012;Low;12;50,69;0,04;Regular Air;-6,33;3,95;2;Seth Vernon;British Columbia;West;Home Office;Office Supplies;Rubber Bands;Advantus Map Pennant Flags and Round Head Tacks;Wrap Bag;0,53;08/03/2012
6243;44231;03/11/2009;Not Specified;11;1865,94;0,04;Delivery Truck;116,10;160,98;30;Alex Avila;British Columbia;West;Home Office;Furniture;Chairs & Chairmats;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Jumbo Drum;0,62;05/11/2009
6415;45573;12/08/2009;High;5;627,64;0,05;Delivery Truck;-151,46;120,98;30;Sonia Sunley;British Columbia;West;Small Business;Furniture;Chairs & Chairmats;Hon Every-Day© Chair Series Swivel Task Chairs;Jumbo Drum;0,64;14/08/2009
6438;45763;07/07/2010;High;25;67,45;0,05;Regular Air;24,28;2,61;0,5;Lisa DeCherney;British Columbia;West;Corporate;Office Supplies;Labels;Avery 494;Small Box;0,39;08/07/2010
6761;48165;05/11/2010;High;28;199,94;0,01;Regular Air;-147,27;6,48;9,54;Dennis Bolton;British Columbia;West;Small Business;Office Supplies;Paper;Xerox 1905;Small Box;0,37;07/11/2010
6769;48197;05/05/2012;Not Specified;32;1282,49;0,07;Regular Air;154,74;40,97;14,45;Anthony O'Donnell;British Columbia;West;Consumer;Furniture;Office Furnishings;Dana Halogen Swing-Arm Architect Lamp;Large Box;0,57;07/05/2012
6808;48484;23/06/2010;Medium;22;346,42;0,05;Regular Air;67,96;16,48;1,99;Barbara Fisher;British Columbia;West;Small Business;Technology;Computer Peripherals;Maxell DVD-RAM Discs;Small Pack;0,42;24/06/2010
6893;49153;28/07/2012;Medium;31;2245,78;0,05;Delivery Truck;-432,46;70,98;30;Barbara Fisher;British Columbia;West;Small Business;Furniture;Chairs & Chairmats;Novimex Turbo Task Chair;Jumbo Drum;0,73;28/07/2012
6926;49412;07/03/2009;Critical;20;9418,14;0,09;Delivery Truck;909,36;517,48;16,63;Dennis Bolton;British Columbia;West;Small Business;Technology;Office Machines;Panasonic KX-P3626 Dot Matrix Printer;Jumbo Box;0,59;07/03/2009
6958;49761;24/01/2011;Not Specified;45;1090,6;0,07;Regular Air;300,91;23,99;6,3;Lisa DeCherney;British Columbia;West;Corporate;Technology;Office Machines;TI 36X Solar Scientific Calculator;Medium Box;0,38;25/01/2011
7051;50310;15/08/2009;Medium;42;1811,3;0,07;Express Air;520,41;42,98;4,62;Sarah Foster;British Columbia;West;Corporate;Office Supplies;Appliances;Belkin F9M820V08 8 Outlet Surge;Small Box;0,56;17/08/2009
7158;51072;02/10/2009;Critical;43;7036,11;0;Regular Air;1268,65;161,55;19,99;Anna Andreadi;British Columbia;West;Small Business;Office Supplies;Storage & Organization;Fellowes Super Stor/Drawer© Files;Small Box;0,66;04/10/2009
7242;51648;01/01/2012;Low;45;2354,8;0,03;Regular Air;332,97;49,99;19,99;Roy Skaria;British Columbia;West;Corporate;Technology;Computer Peripherals;Zoom V.92 USB External Faxmodem;Small Box;0,41;08/01/2012
7298;52035;27/11/2009;High;29;20872,16;0,03;Regular Air;-4437,91;699,99;24,49;Roy Skaria;British Columbia;West;Corporate;Technology;Copiers and Fax;Canon PC1060 Personal Laser Copier;Large Box;0,41;30/11/2009
7348;52326;04/08/2010;Low;41;152,28;0,06;Regular Air;-154,81;3,81;5,44;Dennis Bolton;British Columbia;West;Consumer;Office Supplies;Binders and Binder Accessories;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";Small Box;0,36;08/08/2010
7400;52737;08/11/2010;Not Specified;14;125,54;0,03;Express Air;-15,74;7,68;6,16;Alex Avila;British Columbia;West;Home Office;Office Supplies;Binders and Binder Accessories;GBC VeloBinder Strips;Small Box;0,35;09/11/2010
7458;53216;04/12/2012;High;36;228,01;0,06;Regular Air;-185,54;6,48;8,73;Roy Skaria;British Columbia;West;Corporate;Office Supplies;Paper;Xerox 227;Small Box;0,37;07/12/2012
7558;54081;10/03/2011;Low;2;57,5;0,02;Regular Air;-83,18;28,48;1,99;Seth Vernon;British Columbia;West;Home Office;Technology;Computer Peripherals;Memorex 4.7GB DVD+RW, 3/Pack;Small Pack;0,4;12/03/2011
7624;54560;16/07/2009;Critical;22;604,38;0,09;Regular Air;167,58;28,48;1,99;Barbara Fisher;British Columbia;West;Small Business;Technology;Computer Peripherals;Memorex 4.7GB DVD+RW, 3/Pack;Small Pack;0,4;19/07/2009
7662;54947;22/02/2009;Not Specified;27;132,36;0,05;Regular Air;-98,35;4,98;4,62;Peter Buhler;British Columbia;West;Consumer;Technology;Computer Peripherals;"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack";Small Pack;0,64;23/02/2009
7694;55170;21/09/2012;Critical;22;985,29;0,04;Express Air;138,37;43,98;8,99;Dennis Bolton;British Columbia;West;Small Business;Office Supplies;Pens & Art Supplies;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Small Pack;0,58;23/09/2012
7796;55777;10/11/2012;Not Specified;6;323,53;0,06;Regular Air;136,32;51,75;19,99;Roy Skaria;British Columbia;West;Corporate;Furniture;Office Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";Small Box;0,55;11/11/2012
7830;56001;12/04/2010;Low;17;118,36;0,08;Express Air;-60,65;6,48;7,37;Alex Avila;British Columbia;West;Home Office;Office Supplies;Paper;Xerox 210;Small Box;0,37;16/04/2010
7921;56640;25/08/2011;High;2;29,31;0;Regular Air;-12,78;11,48;5,43;Anthony O'Donnell;British Columbia;West;Corporate;Office Supplies;Paper;Personal Creations? Ink Jet Cards and Labels;Small Box;0,36;26/08/2011
8313;59393;20/11/2010;Medium;34;398,76;0,07;Regular Air;0,82;11,58;6,97;Seth Vernon;British Columbia;West;Home Office;Office Supplies;Envelopes;Peel & Seel© Recycled Catalog Envelopes, Brown;Small Box;0,35;21/11/2010
8357;59712;15/06/2010;Critical;25;67,58;0,09;Express Air;16,80;2,62;0,8;Sonia Sunley;British Columbia;West;Small Business;Office Supplies;Rubber Bands;Staples Metal Binder Clips;Wrap Bag;0,39;17/06/2010
